,Name,Nationality,Club,Age,BP,Position,Total Stats,OVA,POT,Height,Weight,foot,Value,Wage
10623,P. Almqvist,Sweden,IFK Norrköping,20,CAM,RW ST,1547,62,75,177.8,67.13,Left,575000,1000
10624,T. Nydam,England,Ipswich Town,20,LM,CM,1710,62,73,170.18,59.87,Left,525000,2000
10625,D. Lavalée,Belgium,1. FSV Mainz 05,23,CB,CB LB,1577,66,73,187.96,76.2,Left,825000,6000
10626,L. Fomba,France,Nîmes Olympique,22,CB,CDM CM,1784,68,78,187.96,68.04,Right,1300000,7000
10627,F. Ballo-Touré,France,AS Monaco,23,LWB,LB LM,1882,73,79,182.88,59.87,Left,4900000,28000
10628,Pepe Mena,Spain,Sevilla FC,22,CM,CDM CM CAM,1625,63,73,175.26,63.96,Right,550000,4000
10629,M. Zoch,Bolivia,Oriente Petrolero,22,RM,RW,1555,69,81,170.18,63.96,Right,1900000,500
10630,L. González,Venezuela,Venezuela,29,RW,RW CAM,1794,69,69,170.18,66.22,Right,1000000,3000
10631,S. Sørli,Norway,Kristiansund BK,24,LM,RM RW,1596,63,69,177.8,67.13,Left,500000,950
10632,D. Bamba,Ivory Coast,SK Brann,25,ST,ST,1685,67,72,182.88,74.84,Right,1000000,2000
10633,P. Klimala,Poland,Celtic,21,ST,ST,1598,65,74,182.88,77.11,Right,850000,10000
10634,O. Christensen,Denmark,Odense Boldklub,21,GK,GK,1051,67,76,190.5,82.1,Right,925000,2000
10635,Kike Pérez,Spain,Real Valladolid CF,23,CM,CM CDM,1722,66,73,182.88,79.83,Left,900000,5000
10636,E. Osborne,England,Stevenage,24,CM,CM CDM,1590,56,63,182.88,69.85,Right,130000,2000
10637,A. Tanaka,Japan,Kawasaki Frontale,21,CM,CDM CM,1887,69,77,177.8,68.95,Right,1400000,4000
10638,E. Soleri,Italy,UD Almería,19,ST,ST,1460,63,78,193.04,74.84,Right,800000,2000
10639,D. Szoboszlai,Hungary,Hungary,19,CAM,CAM LM,1929,75,87,185.42,73.94,Right,11500000,15000
10640,M. Siopis,Greece,Alanyaspor,26,RB,CDM CM,1845,72,75,170.18,67.13,Right,3500000,10000
10641,M. Touray,Wales,Salford City,20,ST,ST,1326,52,65,180.34,73.94,Right,100000,3000
10642,K. Lunding,Denmark,Odds BK,20,CAM,RW,1528,62,72,177.8,68.95,Left,500000,950
10643,T. Abrahams,England,Newport County,21,ST,ST,1494,59,65,185.42,83.91,Right,220000,2000
10644,M. Terrier,France,Stade Rennais FC,23,CAM,LW ST,1891,76,82,182.88,73.03,Right,10500000,39000
10645,D. Franke,Germany,FC Ingolstadt 04,21,CB,CB LB,1552,59,72,182.88,76.2,Left,275000,1000
10646,M. Gillam,England,Rochdale,20,ST,ST CAM LM,1424,58,68,182.88,73.03,Right,210000,900
10647,A. Barák,Czech Republic,Hellas Verona,25,CAM,CM CAM,1940,75,78,190.5,86.18,Left,8000000,24000
10648,T. Souček,Czech Republic,West Ham United,25,CDM,CDM CM,2075,81,86,193.04,86.18,Right,21500000,46000
10649,N. Awassi,Germany,VfL Sportfreunde Lotte,20,CB,CB,1362,58,71,193.04,83.01,Right,220000,500
10650,Caballero,Spain,CD Mirandés,26,CAM,CM,1640,61,64,175.26,58.97,Right,300000,2000
10651,I. Angulo,Colombia,Envigado FC,19,RM,RM,1491,57,78,170.18,62.14,Right,240000,500
10652,F. Medina,Argentina,Racing Club de Lens,21,CB,CB LB,1725,70,81,180.34,77.11,Left,2800000,13000
10653,H. Maïga,Ivory Coast,FC Metz,24,CDM,CDM CM,1902,75,81,180.34,79.83,Right,8500000,15000
10654,A. Read,England,Stevenage,20,CAM,CM RW LW,1376,51,63,177.8,63.96,Left,70000,1000
10655,G. Gudmundsson,Sweden,FC Groningen,21,LM,LM RM ST,1650,65,72,180.34,72.12,Left,775000,2000
10656,I. Pettersson,Sweden,IFK Norrköping,23,GK,GK,1211,73,80,180.34,79.83,Left,4300000,4000
10657,R. ten Hove,Netherlands,Feyenoord,22,GK,GK,877,63,71,193.04,74.84,Right,425000,2000
10658,A. Seydel,Germany,SV Darmstadt 98,24,ST,ST LM CAM,1528,65,71,198.12,89.81,Left,750000,5000
10659,O. Okwonkwo,Nigeria,Montreal Impact,22,ST,RW RM ST,1801,69,77,172.72,72.12,Right,1500000,4000
10660,N. Schiappacasse,Uruguay,Famalicão,20,CAM,ST RW,1562,64,78,182.88,73.03,Right,1000000,2000
10661,Y. Maleh,Italy,Venezia FC,20,CAM,CM,1631,60,74,177.8,73.94,Left,450000,550
10662,J. Cortizo,Mexico,Club Tijuana,24,LM,LM RM,1751,65,71,172.72,69.85,Left,750000,5000
10663,J. Torres,Mexico,Club Atlas,20,ST,LM,1747,66,79,170.18,71.21,Right,1200000,3000
10664,Kenny Rocha Santos,Cape Verde,AS Nancy Lorraine,20,CAM,CM CDM,1765,64,74,175.26,68.04,Right,725000,1000
10665,D. Ceter,Colombia,Chievo Verona,22,ST,ST,1399,60,69,190.5,81.19,Right,325000,500
10666,L. Dias,France,Nîmes Olympique,21,GK,GK,920,64,72,185.42,79.83,Right,525000,3000
10667,A. Poulsen,Denmark,Borussia Mönchengladbach,20,LWB,LB LWB LM,1638,65,76,187.96,79.83,Left,850000,6000
10668,Bruno Leite,Cape Verde,FK Haugesund,25,CM,CM,1736,65,70,182.88,74.84,Right,700000,1000
10669,Altamirano,Spain,Real Betis,23,CAM,LW LM,1477,60,69,177.8,73.03,Right,325000,3000
10670,M. Anderson,Iceland,FC Midtjylland,22,RM,LW RW,1669,67,75,180.34,68.95,Right,1100000,9000
10671,B. Vazquez,United States,FC Cincinnati,21,ST,ST,1480,62,74,187.96,78.93,Right,550000,1000
10672,D. Genreau,Australia,Macarthur FC,21,CAM,CAM LM,1522,60,71,175.26,73.03,Right,350000,500
10673,Rui Pedro,Portugal,Boavista FC,19,ST,ST,1654,68,82,182.88,74.84,Right,1900000,4000
10674,M. Moya,Argentina,Club Atlético Banfield,21,RM,CAM CM,1577,63,74,167.64000000000001,63.05,Right,625000,2000
10675,M. Aebischer,Switzerland,BSC Young Boys,23,CM,CM CDM,1943,73,82,185.42,76.2,Right,6000000,16000
10676,A. Sobolev,Russia,Spartak Moscow,23,ST,ST,1788,74,78,195.57999999999998,84.82,Right,7500000,41000
10677,T. Pasher,Canada,Sporting Kansas City,23,LM,LM LB,1554,58,64,180.34,73.03,Left,170000,2000
10678,B. Provoste,Chile,Colo-Colo,20,CAM,CM CAM,1599,57,74,172.72,68.04,Right,230000,1000
10679,C. Villanueva,Chile,Colo-Colo,21,CAM,CAM,1694,62,73,182.88,68.04,Right,525000,1000
10680,Álex Martín,Spain,FC Cartagena,22,CB,CB,1481,64,76,182.88,78.02,Right,750000,2000
10681,A. Dreyer,Denmark,FC Midtjylland,22,CAM,CAM RW,1778,69,78,172.72,69.85,Left,1600000,11000
10682,J. Kluivert,Netherlands,Roma,21,CAM,LM RM LW,1854,74,84,170.18,66.22,Right,9000000,500
10683,R. Cooney,England,Morecambe,20,RB,RB,1568,58,66,175.26,68.04,Right,170000,1000
10684,Bruno Wilson,Portugal,CD Tenerife,23,CB,CB,1514,71,79,190.5,79.83,Right,3200000,6000
10685,H. Wolf,Austria,Borussia Mönchengladbach,21,CAM,CAM,1818,72,82,177.8,68.04,Left,5000000,18000
10686,A. Melgalvis,Norway,Lillestrøm SK,29,RM,RM,1809,64,64,177.8,73.03,Right,450000,2000
10687,M. Wilks,England,Hull City,21,LM,RM LM,1606,67,78,182.88,71.21,Left,1300000,2000
10688,Darío Poveda,Spain,Getafe CF,23,ST,ST,1470,62,71,185.42,74.84,Right,475000,5000
10689,J. Hastie,Scotland,Motherwell,21,LM,RW LW,1618,65,77,180.34,74.84,Left,975000,2000
10690,A. Chalá,Ecuador,Dijon FCO,24,LB,LB LM,1745,69,76,177.8,69.85,Left,1300000,6000
10691,F. Diabaté,Mali,Trabzonspor,24,LM,LM RM ST,1613,71,75,175.26,59.87,Left,3100000,17000
10692,N. Baeza,Chile,CD Huachipato,22,CM,LB LM,1558,59,65,177.8,72.12,Right,190000,2000
10693,J. Torunarigha,Germany,Hertha BSC,22,CB,CB LB,1726,75,85,190.5,79.83,Left,10000000,30000
10694,P. Tomczyk,Poland,Stal Mielec,22,ST,ST,1419,61,71,182.88,76.2,Right,400000,900
10695,A. Muhamedbegovic,Austria,SKN St. Pölten,21,CB,CB,1370,63,71,185.42,74.84,Left,500000,2000
10696,B. Kamara,France,Olympique de Marseille,20,CDM,CDM CB,1901,79,87,182.88,68.04,Right,17000000,29000
10697,E. Nketiah,England,Arsenal,21,ST,ST,1674,71,83,175.26,72.12,Right,4300000,35000
10698,A. Crognale,United States,Columbus Crew SC,24,CB,CB,1394,63,69,195.57999999999998,92.99,Right,450000,2000
10699,J. Ortiz,Costa Rica,Millonarios FC,27,ST,ST,1659,67,67,180.34,72.12,Right,825000,2000
10700,N. Lima,United States,San Jose Earthquakes,25,RWB,LB RB,1872,69,72,175.26,78.93,Right,1200000,4000
10701,A. Akkaynak,Germany,Türkgücü München,21,CM,CM CDM,1677,63,73,180.34,77.11,Right,600000,900
10702,Cris Salvador,Spain,Real Sporting de Gijón,25,CDM,CDM CM,1791,70,76,182.88,79.83,Right,2200000,5000
10703,J. Léa Siliki,France,Stade Rennais FC,24,CM,CM LM,2020,73,78,182.88,73.03,Left,5500000,29000
10704,R. Cannon,United States,United States,22,RB,RB,1757,72,81,180.34,74.84,Right,4300000,6000
10705,S. Birindelli,Italy,Pisa,19,RB,RB CB RM,1813,68,82,175.26,69.85,Right,1800000,750
10706,K. Baccus,Australia,Western Sydney Wanderers,22,CDM,CDM CM,1716,67,73,175.26,67.13,Right,950000,3000
10707,Deng Hanwen,China PR,Guangzhou Evergrande Taobao FC,25,RB,RB LB,1744,67,72,177.8,73.03,Right,900000,7000
10708,A. Gomaa,Egypt,Ohod Club,30,ST,ST CF CAM,1671,71,71,177.8,73.94,Right,2300000,15000
10709,S. Akinola,Nigeria,Southend United,27,ST,ST LM,1588,60,60,180.34,81.19,Right,220000,2000
10710,M. Qvist,Denmark,AC Horsens,27,CB,CB LB,1519,62,63,203.2,93.89,Left,300000,2000
10711,Y. Merdji,France,AJ Auxerre,26,ST,ST CAM,1680,67,70,175.26,68.95,Right,975000,3000
10712,L. Itter,Germany,SC Freiburg,21,LB,LB,1734,68,79,182.88,76.2,Left,1400000,6000
10713,D. Itter,Germany,VfL Wolfsburg,21,RB,RB,1479,61,73,182.88,73.94,Right,400000,4000
10714,Javi Jiménez,Spain,Albacete BP,23,CB,CB,1396,63,70,182.88,73.94,Right,475000,2000
10715,J. Hernández,Colombia,Getafe CF,21,ST,ST RM CAM,1869,74,81,175.26,73.03,Right,8000000,19000
10716,R. Sears B,Wales,Shrewsbury,21,RB,RB RWB,1624,63,77,180.34,72.12,Right,750000,2000
10717,L. Lamprou,Greece,FC Twente,22,ST,LW,1736,69,76,177.8,76.2,Right,1500000,5000
10718,D. Nikolaou,Greece,Empoli,21,CB,CB,1494,67,75,190.5,92.08,Left,1000000,1000
10719,R. Alvarado,Mexico,Mexico,21,CAM,LM RM CAM,1981,76,83,175.26,69.85,Left,11000000,40000
10720,M. Turay,Sierra Leone,Hebei China Fortune FC,25,ST,ST,1730,69,73,177.8,69.85,Right,1400000,7000
10721,T. Jacobsen,Faroe Islands,SønderjyskE,21,RM,RM RW,1415,52,62,185.42,79.83,Right,80000,2000
10722,C. Ramirez,United States,Houston Dynamo,29,ST,ST CAM,1667,69,69,187.96,84.82,Right,1100000,5000
10723,F. Boya,Cameroon,Royal Antwerp FC,24,CB,CDM CM CB,1806,71,77,195.57999999999998,93.89,Right,3000000,11000
10724,Kim Min Jae,Korea Republic,Beijing Sinobo Guoan FC,23,CB,CB,1675,73,80,190.5,78.02,Right,5000000,13000
10725,Han Seung Gyu,Korea Republic,FC Seoul,23,CAM,CM LM RM,1719,65,72,175.26,67.13,Right,750000,3000
10726,Lee Seung Mo,Korea Republic,Pohang Steelers,22,CM,CDM CAM,1621,61,70,185.42,69.85,Right,350000,1000
10727,Lee Sang Ki,Korea Republic,Sangju Sangmu FC,24,RM,RB LB,1750,64,68,177.8,78.93,Right,525000,950
10728,O. Karavaev,Ukraine,Dynamo Kyiv,28,RM,RM RB,1821,72,72,172.72,72.12,Right,3100000,500
10729,T. Guidara,Argentina,Vélez Sarsfield,24,RWB,RB RWB,1785,72,78,172.72,68.04,Right,3800000,10000
10730,D. Thiam,Senegal,SPAL,22,GK,GK,903,53,65,203.2,87.09,Right,90000,3000
10731,J. Rodríguez,Mexico,Club León,24,CDM,CDM,1780,72,78,170.18,60.78,Left,3900000,14000
10732,G. Weissbeck,France,FC Sochaux-Montbéliard,23,CAM,CAM,1667,65,73,177.8,69.85,Right,800000,2000
10733,Davidson,Brazil,Alanyaspor,29,LW,LW,1962,77,77,177.8,63.05,Right,8500000,19000
10734,T. Oakley-Boothe,England,Stoke City,20,CM,CM CAM CDM,1607,62,78,182.88,68.04,Right,650000,4000
10735,L. Fritzson,Sweden,Östersunds FK,24,CAM,RM CM,1617,62,65,182.88,77.11,Right,375000,900
10736,Angel Sánchez,Spain,RCD Espanyol,21,ST,LM,1542,60,68,177.8,69.85,Right,300000,3000
10737,D. Irandust,Sweden,BK Häcken,22,CAM,CAM RW,1723,69,78,185.42,73.03,Left,1600000,3000
10738,L. Blessing,Ghana,Los Angeles FC,23,RM,CM RW,1929,70,73,165.1,63.96,Right,2200000,4000
10739,S. Gnaka,Ivory Coast,KAS Eupen,21,LB,LB LWB,1641,67,76,177.8,63.96,Left,1100000,3000
10740,M. Wagué B,Senegal,PAOK,21,RB,RB RWB LB,1826,72,80,177.8,69.85,Right,4100000,500
10741,R. Williams,England,Shrewsbury,21,CB,CB,1556,65,73,187.96,79.83,Right,725000,2000
10742,S. Longstaff,England,Newcastle United,22,CM,CM CAM,1872,73,83,180.34,64.86,Right,6500000,26000
10743,R. Miura,Japan,Júbilo Iwata,27,GK,GK,854,53,56,180.34,74.84,Right,50000,900
10744,C. Bramall,England,Colchester United,24,LWB,LB,1753,65,70,177.8,72.12,Left,650000,3000
10745,Aitor Lorea,Spain,Real Oviedo,22,RM,RM LM,1537,62,73,170.18,68.04,Right,525000,2000
10746,L. Freestone,England,Cheltenham Town,20,LB,LB,1377,53,67,175.26,63.96,Left,120000,1000
10747,R. Schofield,England,Huddersfield Town,20,GK,GK,881,60,77,190.5,69.85,Right,375000,2000
10748,C. Ndiaye,Senegal,Göztepe SK,24,ST,ST,1367,59,66,185.42,79.83,Right,220000,4000
10749,Y. Severin,France,Servette FC,23,CB,LB,1375,61,69,185.42,78.02,Left,325000,3000
10750,M. Rojas,Paraguay,Paraguay,24,CAM,LM CM RM,2089,78,84,185.42,78.02,Left,14000000,19000
10751,K. Bare,Albania,RCD Espanyol,22,CM,CM CDM,1797,67,75,175.26,72.12,Right,1100000,3000
10752,J. Davies,Wales,Brighton & Hove Albion,20,LWB,LM CM,1434,52,61,167.64000000000001,63.96,Left,80000,5000
10753,N. Bishop,England,Manchester United,19,GK,GK,955,63,77,185.42,72.12,Right,675000,5000
10754,A. Leautey,France,Gil Vicente FC,24,RM,LW RW,1605,65,70,172.72,68.04,Right,725000,3000
10755,K. McIntosh,United States,New York Red Bulls,26,GK,GK,1176,61,63,182.88,78.93,Right,220000,1000
10756,C. Paredes,Paraguay,Portland Timbers,22,CDM,CDM CM,1826,68,76,182.88,69.85,Right,1200000,3000
10757,A. Maynard-Brewer,Australia,Charlton Athletic,21,GK,GK,885,52,64,187.96,79.83,Right,70000,700
10758,M. Mitrović,Croatia,Club Brugge KV,26,CB,CB,1686,72,75,187.96,84.82,Right,3400000,16000
10759,Yuri Ribeiro,Portugal,Nottingham Forest,23,LWB,LB,1916,73,79,175.26,73.94,Left,4900000,30000
10760,J. Knight,England,Leicester City,22,CDM,CM,1689,64,73,185.42,78.02,Right,675000,13000
10761,L. Abubakar,Ghana,Colorado Rapids,25,CB,CB,1518,68,73,182.88,82.1,Right,1100000,3000
10762,N. DePuy,United States,LA Galaxy,25,CB,CB,1446,61,64,195.57999999999998,92.08,Right,275000,1000
10763,J. Hayes,United States,Minnesota United FC,25,CM,CDM CM,1711,64,71,170.18,68.04,Right,575000,2000
10764,C. Odoi-Atsem,United States,DC United,25,RB,RB LB,1573,60,65,177.8,68.04,Right,240000,1000
10765,J. Foyth,Argentina,Tottenham Hotspur,22,CB,CB,1867,75,83,187.96,68.95,Right,9000000,52000
10766,J. Gressel B,Germany,DC United,26,RM,RM RWB CAM,1942,74,75,185.42,83.91,Right,6500000,8000
10767,J. Nyholm,Sweden,Djurgårdens IF,26,CB,CB,1626,65,68,182.88,73.94,Right,600000,2000
10768,S. McTominay,Scotland,Manchester United,23,CM,CDM CM,2087,79,84,193.04,88.0,Right,15500000,85000
10769,E. Bardhi,North Macedonia,Levante UD,24,CAM,LM CM,2125,79,82,172.72,63.96,Right,16000000,26000
10770,F. Román,Colombia,Millonarios FC,24,RB,RB,1564,66,73,182.88,79.83,Right,800000,1000
10771,E. Segura,Colombia,Los Angeles FC,23,CB,CB,1547,70,77,175.26,69.85,Right,2300000,4000
10772,Paulo Vinícius,Hungary,Nacional de Montevideo,30,CB,CB,1452,68,68,182.88,77.11,Right,725000,500
10773,G. Berterame,Argentina,Atlético de San Luis,21,ST,LM ST RM,1672,69,82,177.8,72.12,Right,2000000,6000
10774,S. Cleveland,United States,Seattle Sounders FC,26,GK,GK,1155,62,66,187.96,83.91,Left,275000,1000
10775,J. Nerwinski,United States,Vancouver Whitecaps FC,25,RB,RB,1621,67,70,182.88,78.93,Right,850000,3000
10776,K. Denkey,Togo,Nîmes Olympique,19,ST,ST,1478,64,75,180.34,81.19,Right,750000,3000
10777,M. Robinson,United States,Atlanta United,23,CB,CB,1541,68,76,187.96,83.91,Right,1200000,3000
10778,J. Ebobisse,United States,Portland Timbers,23,ST,ST LM RM,1793,70,78,182.88,78.93,Left,2700000,5000
10779,J. Yueill,United States,San Jose Earthquakes,23,CM,CDM CM,1858,70,78,177.8,71.21,Right,2400000,4000
10780,S. Shome,Canada,Montreal Impact,22,CDM,CM CDM,1731,63,68,177.8,69.85,Right,475000,2000
10781,N. Reniero,Argentina,Racing Club,25,ST,ST CAM,1757,72,77,182.88,77.11,Right,4200000,14000
10782,A. Connolly,Republic of Ireland,Brighton & Hove Albion,20,ST,ST,1613,70,77,172.72,77.11,Right,2600000,23000
10783,G. Blanco Leschuk,Argentina,Real Oviedo,28,ST,ST,1637,71,71,193.04,88.9,Right,2400000,9000
10784,A. Mallé,Mali,Grasshopper Club Zürich,20,LW,RM LM,1556,65,78,177.8,66.22,Left,1000000,4000
10785,E. Latte Lath,Ivory Coast,Atalanta,18,ST,RW,1582,64,81,180.34,74.84,Right,925000,5000
10786,Y. Osorio,Venezuela,Venezuela,26,CB,CB,1545,74,78,187.96,77.11,Right,6500000,11000
10787,O. Kharbin,Syria,Al Hilal,26,ST,ST,1796,72,75,185.42,83.01,Right,3900000,28000
10788,H. Wingo,United States,Molde FK,24,RB,RB,1774,65,70,182.88,77.11,Right,650000,2000
10789,D. Mitchell,England,Blackpool,23,LM,LB,1870,67,74,180.34,71.21,Left,950000,3000
10790,B. Cooper,Wales,Newport County,20,CB,CB,1308,59,74,185.42,73.94,Right,325000,2000
10791,R. Macek,Czech Republic,FC Lugano,23,RM,CM CAM,1631,60,69,187.96,74.84,Right,325000,1000
10792,G. Bokwé,Cameroon,Mjøndalen IF,29,GK,GK,1008,61,62,180.34,82.1,Right,200000,700
10793,M. Berisha,Germany,FC Red Bull Salzburg,22,ST,ST,1742,69,76,185.42,78.93,Right,1500000,12000
10794,V. Dragomir,Romania,Perugia,20,LM,CM CAM,1862,67,79,177.8,67.13,Left,1300000,1000
10795,N. Tella,England,Southampton,20,RM,RW LW,1507,61,74,170.18,69.85,Right,475000,7000
10796,J. Willock,England,Arsenal,20,CAM,CAM CM,1836,71,85,185.42,76.2,Right,5000000,31000
10797,T. De Smet,Belgium,Stade de Reims,22,LB,LB LM CB,1717,69,78,182.88,68.04,Left,1500000,9000
10798,A. May,England,Cheltenham Town,26,ST,ST LM,1651,63,64,175.26,72.12,Right,450000,3000
10799,L. Verstraete,Belgium,Royal Antwerp FC,21,CDM,CM CDM CAM,1828,67,75,185.42,79.83,Right,1100000,5000
10800,G. Kastanos,Cyprus,Pescara,21,CAM,CAM CM,1580,66,77,177.8,71.21,Left,1100000,1000
10801,T. Verlinden,Belgium,Stoke City,20,RM,RW ST,1581,62,75,172.72,64.86,Right,575000,4000
10802,R. Koike,Japan,Yokohama F. Marinos,24,RWB,RB RWB RM,1636,68,72,170.18,67.13,Right,1000000,4000
10803,Carlinhos Junior,Brazil,Shimizu S-Pulse,25,RM,ST LW CF,1728,69,72,175.26,71.21,Right,1300000,3000
10804,S. Stubbs,England,Fleetwood Town,21,CB,CB,1392,62,73,190.5,72.12,Right,475000,1000
10805,A. Abdallah,Comoros,Grenoble Foot 38,22,LWB,LB,1537,60,69,170.18,68.04,Left,275000,1000
10806,N. Thor,Sweden,IK Sirius,34,CDM,CDM CM,1646,64,64,180.34,82.1,Left,170000,1000
10807,K. Larson B,Sweden,IK Sirius,28,RB,RB RWB,1594,65,65,175.26,71.21,Right,475000,1000
10808,D. Montiel,Sweden,Vejle Boldklub,25,CAM,CAM,1779,65,69,182.88,76.2,Right,700000,3000
10809,N. Kabamba,England,Kilmarnock,27,ST,ST,1482,63,64,190.5,74.84,Right,425000,2000
10810,B. Passi,France,Chamois Niortais Football Club,22,CB,CB CDM,1517,64,72,187.96,78.02,Right,600000,1000
10811,Vitinho,Brazil,FC Barcelona B,19,CAM,CAM LW RW CM,1657,70,83,175.26,68.04,Right,3300000,4000
10812,L. Bengtsson,Sweden,BK Häcken,22,RM,LW LM,1590,64,73,177.8,64.86,Right,700000,2000
10813,Juanjo Nieto,Spain,Real Oviedo,25,RB,RB,1883,71,76,175.26,71.21,Right,2800000,7000
10814,S. Hobson,England,Southend United,22,CB,CB,1421,56,67,182.88,73.94,Right,140000,2000
10815,A. Dobre,Romania,Dijon FCO,21,RM,LM LW ST,1564,61,72,177.8,71.21,Right,425000,2000
10816,B. Petersen,South Africa,Kaizer Chiefs,24,GK,GK,965,59,64,187.96,78.93,Right,160000,500
10817,F. Melegoni,Italy,Genoa,21,CAM,CM,1666,62,74,185.42,73.94,Right,525000,2000
10818,A. Bastoni,Italy,Inter,21,CB,CB,1629,75,83,190.5,74.84,Left,9000000,46000
10819,I. Harkes,United States,Dundee United,25,CAM,CM,1796,64,68,182.88,73.03,Right,575000,2000
10820,K. Dewsbury-Hall,England,Leicester City,21,CM,CM CDM,1717,62,73,177.8,69.85,Left,525000,9000
10821,M. De Luca,Italy,Chievo Verona,21,ST,ST,1398,63,73,193.04,74.84,Right,600000,800
10822,F. Antonucci,Belgium,AS Monaco,18,CAM,CAM,1573,62,81,172.72,66.22,Right,625000,4000
10823,V. van den Bogert,Netherlands,Willem II,20,CB,CB,1341,60,71,185.42,78.02,Right,325000,1000
10824,C. Durkin,United States,Sint-Truidense VV,20,CDM,CM CDM RM,1787,66,77,182.88,74.84,Right,1100000,3000
10825,Y. Segawa,Japan,Kashiwa Reysol,26,RW,LM RM ST,1740,68,69,170.18,67.13,Right,1100000,5000
10826,V. Kravets,Ukraine,Lech Poznań,22,CB,LB LWB,1796,70,78,182.88,78.93,Left,2300000,5000
10827,J. Williams,England,Barnsley,20,RB,RB,1589,66,78,177.8,74.84,Right,1100000,3000
10828,A. Abedzadeh,Iran,Clube Sport Marítimo,27,GK,GK,1068,73,75,185.42,79.83,Right,3400000,7000
10829,Y. Gómez,Colombia,Independiente Medellín,22,LWB,LB,1440,62,71,175.26,67.13,Left,425000,700
10830,Paik Seung Ho,Korea Republic,SV Darmstadt 98,23,CAM,CM RW LW,1719,69,78,180.34,68.04,Right,1600000,8000
10831,G. Miura,Japan,Gamba Osaka,25,CB,CB,1526,70,74,182.88,77.11,Right,2100000,6000
10832,R. Meshino,Japan,Rio Ave FC,22,CAM,ST LW,1610,63,71,170.18,68.04,Right,550000,2000
10833,Erik Expósito,Spain,Śląsk Wrocław,24,ST,ST,1513,66,73,190.5,83.01,Left,925000,3000
10834,H. Delcroix,Belgium,RSC Anderlecht,21,CDM,CB,1510,64,73,185.42,74.84,Left,650000,3000
10835,Eric Curbelo,Spain,UD Las Palmas,26,RB,RB CB,1629,69,72,172.72,68.95,Left,1100000,5000
10836,A. Delamea,Slovenia,New England Revolution,29,CB,CB,1486,66,67,182.88,73.03,Right,600000,3000
10837,C. Frimpong,Ghana,Swindon Town,17,CB,CB RB,1218,55,75,190.5,81.19,Right,150000,1000
10838,S. Yajima,Japan,Gamba Osaka,26,CM,CM CDM,1753,65,67,170.18,67.13,Right,650000,3000
10839,A. Onaiwu,Japan,Yokohama F. Marinos,24,ST,ST CF,1720,69,73,180.34,74.84,Right,1400000,6000
10840,L. Agbenyenu,Ghana,Sporting CP,23,LB,LB,1787,72,78,175.26,69.85,Left,3800000,8000
10841,C. Colmán,Paraguay,Barcelona Sporting Club,26,ST,ST,1592,66,69,185.42,78.93,Right,825000,500
10842,A. Kelsey,England,Scunthorpe United,20,GK,GK,816,53,64,187.96,73.94,Right,80000,1000
10843,Nouhou,Cameroon,Seattle Sounders FC,23,LB,LB,1738,68,76,177.8,78.93,Left,1200000,3000
10844,D. Casey,Republic of Ireland,Bohemian FC,22,CB,CB,1419,62,72,182.88,84.82,Right,450000,550
10845,H. Özkan,Turkey,KV Oostende,20,CM,CM,1691,62,71,177.8,69.85,Right,475000,3000
10846,M. Tavernier,England,Middlesbrough,21,LM,LW CAM,1701,68,80,177.8,69.85,Left,1600000,6000
10847,P. Sontheimer,Germany,FC Würzburger Kickers,21,CM,CM CDM,1756,66,75,167.64000000000001,64.86,Right,975000,4000
10848,D. Mihailovic,United States,Chicago Fire,21,CAM,CAM CM CDM,1786,66,79,177.8,68.95,Right,1200000,2000
10849,T. Figueroa,Mexico,Pachuca,21,LM,RM RW,1545,64,76,172.72,54.88,Left,800000,3000
10850,A. Sabiri,Germany,SC Paderborn 07,23,CAM,CM LM CAM,1846,67,74,185.42,79.83,Right,1100000,6000
10851,D. Johnsen,Norway,PEC Zwolle,21,RM,LW,1606,67,74,185.42,74.84,Right,1100000,3000
10852,C. Oduor,Kenya,Barnsley,21,LB,LB LM,1625,63,74,175.26,69.85,Left,575000,2000
10853,J. Muscatt,England,Bolton Wanderers,20,LB,LB,1470,59,69,177.8,64.86,Left,220000,2000
10854,C. Owens,Northern Ireland,Queens Park Rangers,22,CAM,CM CAM,1668,61,71,185.42,79.83,Right,400000,2000
10855,Park Yi-Young,Korea Republic,Türkgücü München,26,RB,RB LB CDM,1564,64,67,185.42,73.94,Left,500000,1000
10856,B. Lasme,France,FC Sochaux-Montbéliard,21,ST,ST RW,1451,61,73,187.96,84.82,Left,450000,1000
10857,J. Leguizamón,Paraguay,Olimpia Asunción,28,CB,CB,1663,70,71,177.8,79.83,Right,1700000,500
10858,A. Sampsted,Iceland,FK Bodø/Glimt,22,RB,RB,1655,66,75,180.34,72.12,Right,900000,1000
10859,G. Togni,Argentina,Independiente,22,CAM,LW LM,1782,71,80,172.72,76.2,Left,3600000,12000
10860,M. Drawz,Poland,Hamburger SV,19,LW,RM LM CF,1495,60,74,177.8,71.21,Left,450000,2000
